V1,V2,V3
3.61538461538462,1011.04645218822,1206
3.63461538461539,937.218675112934,1146
3.65384615384615,874.042306438263,1024
3.67307692307692,820.387297280831,919
3.69230769230769,775.240606398904,840
3.71153846153846,737.69102755055,808
3.73076923076923,706.980620088812,777
3.75,682.436705252156,718
3.76923076923077,663.490262987674,707
3.78846153846154,649.655789856974,647
3.80769230769231,640.530636221753,698
3.82692307692308,635.770233658841,648
3.84615384615385,635.07788195397,692
3.86538461538462,638.204751451442,560
3.88461538461539,644.93306555337,610
3.90384615384615,655.065439048398,615
3.92307692307692,668.362971371214,628
3.94230769230769,684.698924798577,638
3.96153846153846,703.800707841467,655
3.98076923076923,725.41338352114,651
4,749.27830044023,667
4.01923076923077,775.04836944188,731
4.03846153846154,802.341882475768,701
4.05769230769231,830.711702182947,690
4.07692307692308,859.666773890145,706
4.09615384615385,888.660835449642,799
4.11538461538462,917.108851196128,707
4.13461538461539,944.405033549585,735
4.15384615384615,969.93250151159,791
4.17307692307692,993.102275075682,787
4.19230769230769,1013.36133658793,769
4.21153846153846,1030.24186027265,761
4.23076923076923,1043.36468732223,816
4.25,1052.45443502953,867
4.26923076923077,1057.41870296147,849
4.28846153846154,1058.22928563860,814
4.30769230769231,1055.03421204019,857
4.32692307692308,1048.20533656818,848
4.34615384615385,1038.07379200816,912
4.36538461538462,1025.15946113545,811
4.38461538461539,1010.05458247656,826
4.40384615384615,993.389763190877,792
4.42307692307692,975.829252909403,769
4.44230769230769,958.035486772016,728
4.46153846153846,940.66373234446,681
4.48076923076923,924.340808010951,744
4.5,909.65673651261,685
4.51923076923077,897.165327242517,708
4.53846153846154,887.389110267744,637
4.55769230769231,880.826109952817,634
4.57692307692308,877.945773472544,588
4.59615384615385,879.216440574615,618
4.61538461538462,885.112552825478,616
4.63461538461539,896.132689236838,640
4.65384615384615,912.811729558744,637
4.67307692307692,935.733471904183,642
4.69230769230769,965.555086941284,680
4.71153846153846,1003.02489007037,671
4.73076923076923,1048.98296223517,741
4.75,1104.37846904993,765
4.76923076923077,1170.26676593284,751
4.78846153846154,1247.85202562419,857
4.80769230769231,1338.42301479902,862
4.82692307692308,1443.35755099059,947
4.84615384615385,1564.10169438226,1011
4.86538461538462,1702.08677980048,1105
4.88461538461539,1858.65519784536,1210
4.90384615384615,2034.96460555785,1400
4.92307692307692,2231.82089160045,1462
4.94230769230769,2449.47987270507,1670
4.96153846153846,2687.45001463825,1844
4.98076923076923,2944.24634566245,2125
5,3217.14790352545,2435
#      user   system  elapsed
 # seconds:
 # 65919.87  6131.48 81794.06
 # minutes:
 #  1098.66   102.19  1363.23
 # hours:
 #    18.31     1.70    22.72
# total event.count: 2279649,  events.per.second: 34.5821
